nodeId,embedding
49,"[-0.05548249930143356, -0.07659912109375]"
50,"[-0.05713975429534912, 0.05997220799326897]"
51,"[-0.05718454346060753, 0.144744411110878]"
52,"[-0.05705017223954201, -0.10957218706607819]"
53,"[-0.05709495395421982, -0.02479999139904976]"
54,"[-0.05731891840696335, -0.10093900561332703]"
55,"[-0.057363707572221756, -0.01616680435836315]"
56,"[-0.05722932890057564, 0.22951659560203552]"
57,"[-0.057274118065834045, -0.18571120500564575]"
58,"[-4.5076189041137695, 9.310700416564941]"
59,"[-0.057542864233255386, -0.1770780086517334]"
60,"[-9.348352432250977, 2.0736634731292725]"
61,"[-0.05745328217744827, 0.15337759256362915]"
62,"[-0.05767723545432091, 0.07723858952522278]"
63,"[-0.057722028344869614, 0.1620107889175415]"
64,"[-0.057587653398513794, -0.09230581670999527]"
65,"[-0.0576324537396431, -0.00753361638635397]"
66,"[-0.05642309784889221, 0.20361703634262085]"
67,"[-0.05646789073944092, -0.21161076426506042]"
68,"[-0.0563335157930851, 0.034072645008563995]"
69,"[-0.056378308683633804, 0.11884484440088272]"
70,"[-0.05660226196050644, 0.042705830186605453]"
71,"[-0.056647054851055145, 0.12747803330421448]"
72,"[-0.056512679904699326, -0.1268385648727417]"
73,"[-0.05655747279524803, -0.042066365480422974]"
74,"[-0.05678141862154007, -0.11820537596940994]"
75,"[-0.05682621896266937, -0.033433180302381516]"
76,"[-0.05669184401631355, 0.212250217795372]"
77,"[-0.05673663690686226, -0.20297758281230927]"
78,"[-0.056960590183734894, 0.22088341414928436]"
79,"[-0.0570053793489933, -0.1943443864583969]"
80,"[-0.05687100812792778, 0.05133901908993721]"
81,"[-0.05691578984260559, 0.13611121475696564]"
82,"[-0.05857304856181145, -0.2273174524307251]"
83,"[-0.058617837727069855, -0.14254525303840637]"
84,"[-0.05848347395658493, 0.10313814878463745]"
85,"[-0.05852826312184334, 0.18791034817695618]"
86,"[-9.979053497314453, 11.8883638381958]"
87,"[-0.05879700928926468, 0.19654352962970734]"
88,"[-0.05866263434290886, -0.057773057371377945]"
89,"[-0.058707427233457565, 0.02699914015829563]"
90,"[-0.0589313730597496, -0.04913986846804619]"
91,"[-0.058976173400878906, 0.03563232719898224]"
92,"[-0.05884179845452309, -0.21868427097797394]"
93,"[-0.058886583894491196, -0.1339120715856552]"
94,"[-0.05911053717136383, -0.21005107462406158]"
95,"[-9.685676574707031, 2.043855667114258]"
96,"[-0.8597267270088196, 3.6496405601501465]"
97,"[-0.05906574800610542, 0.2051767259836197]"
98,"[-0.057856399565935135, -0.08367262780666351]"
99,"[-0.05790119245648384, 0.0010995783377438784]"
100,"[-0.05776681751012802, 0.24678297340869904]"
101,"[-0.057811617851257324, -0.16844482719898224]"
102,"[-0.05803556367754936, -0.2445838302373886]"
103,"[-0.5199286937713623, 2.9136009216308594]"
104,"[-0.05794598162174225, 0.08587177842855453]"
105,"[-0.057990774512290955, 0.17064397037029266]"
106,"[-0.05821472778916359, 0.09450496733188629]"
107,"[-0.058259516954422, 0.17927716672420502]"
108,"[-0.058125145733356476, -0.07503943145275116]"
109,"[-0.05816993489861488, 0.009732766076922417]"
110,"[-0.05839389190077782, -0.0664062425494194]"
111,"[-0.05843867361545563, 0.018365953117609024]"
112,"[-0.0583043098449707, -0.23595064878463745]"
113,"[-0.05834909901022911, -0.15117844939231873]"
114,"[-0.09440558403730392, 0.09044106304645538]"
115,"[-0.09445037692785263, 0.1752132624387741]"
116,"[-0.09431600570678711, -0.07910334318876266]"
117,"[-0.09436079114675522, 0.005668856203556061]"
118,"[-0.09458475559949875, -0.07047015428543091]"
119,"[-0.09462954103946686, 0.014302050694823265]"
120,"[-0.09449516981840134, -0.24001455307006836]"
121,"[-0.09453995525836945, -0.15524235367774963]"
122,"[-0.09476391226053238, -0.231381356716156]"
123,"[-0.09480870515108109, -0.14660915732383728]"
124,"[-0.09467432647943497, 0.09907425194978714]"
125,"[-4.195921897888184, 9.161969184875488]"
126,"[-0.0949430763721466, 0.1077074334025383]"
127,"[-0.09498786926269531, 0.19247964024543762]"
128,"[-0.0948534905910492, -0.061836957931518555]"
129,"[-0.0948982760310173, 0.022935237735509872]"
130,"[-1.1742185354232788, 3.893338918685913]"
131,"[-0.09373372048139572, -0.1811419129371643]"
132,"[-0.0935993567109108, 0.06454148888587952]"
133,"[-0.0936441496014595, 0.14931368827819824]"
134,"[-0.09386809170246124, 0.07317467778921127]"
135,"[-0.09391288459300995, 0.1579468846321106]"
136,"[-0.09377852082252502, -0.09636971354484558]"
137,"[-0.09382331371307373, -0.011597518809139729]"
138,"[-0.09404725581407547, -0.08773653209209442]"
139,"[-0.09409205615520477, -0.002964331302791834]"
140,"[-0.09395768493413925, 0.24271906912326813]"
141,"[-0.09400246292352676, -0.17250873148441315]"
142,"[-0.0942264199256897, -0.24864773452281952]"
143,"[-0.094271220266819, -0.1638755351305008]"
144,"[-0.09413684159517288, 0.08180787414312363]"
145,"[-10.283854484558105, 2.259535551071167]"
146,"[-0.09583888202905655, -0.19684860110282898]"
147,"[-0.09588367491960526, -0.11207640916109085]"
148,"[-0.09574931114912033, 0.13360700011253357]"
149,"[-0.09579409658908844, 0.2183791995048523]"
150,"[-0.09601804614067078, 0.14224019646644592]"
151,"[-0.09606283903121948, 0.22701239585876465]"
152,"[-0.09592847526073456, -0.027304209768772125]"
153,"[-9.52918815612793, 1.6863374710083008]"
154,"[-0.096197210252285, -0.01867101527750492]"
155,"[-0.09624199569225311, 0.06610118597745895]"
156,"[-0.09610763192176819, -0.18821541965007782]"
157,"[-0.0961524248123169, -0.1034432202577591]"
158,"[-0.09637637436389923, -0.17958222329616547]"
159,"[-0.09642116725444794, -0.09481002390384674]"
160,"[-0.09628679603338242, 0.15087337791919708]"
161,"[-12.177618026733398, 3.4397988319396973]"
162,"[-0.09512224048376083, -0.0532037727534771]"
163,"[-0.09516702592372894, 0.03156842663884163]"
164,"[-0.09503265470266342, -0.22274817526340485]"
165,"[-0.09507744014263153, -0.13797597587108612]"
166,"[-0.09530140459537506, -0.2141149789094925]"
167,"[-0.09534618258476257, -0.12934277951717377]"
168,"[-0.09521181136369705, 0.11634062230587006]"
169,"[-0.09525661170482635, 0.20111282169818878]"
170,"[-0.09548056870698929, 0.12497381120920181]"
171,"[-0.0955253466963768, 0.20974601805210114]"
172,"[-0.09539097547531128, -0.04457058385014534]"
173,"[-0.09543577581644058, 0.04020161181688309]"
174,"[-0.09565972536802292, -0.03593739867210388]"
175,"[-0.09570451080799103, 0.048834800720214844]"
176,"[-0.0955701395869255, -0.20548179745674133]"
177,"[-4.0936455726623535, 8.809041023254395]"
178,"[-0.09727219492197037, 0.015861734747886658]"
179,"[-0.09731698036193848, 0.10063394159078598]"
180,"[-0.09718260169029236, -0.1536826640367508]"
181,"[-0.09722739458084106, -0.06891046464443207]"
182,"[-0.097451351583004, -0.14504946768283844]"
183,"[-0.0974961370229721, -0.06027727574110031]"
184,"[-0.09736176580190659, 0.1854061335325241]"
185,"[-0.09740655869245529, -0.22982166707515717]"
186,"[-9.196612358093262, 1.5193979740142822]"
187,"[-0.09767530113458633, -0.221188485622406]"
188,"[-0.09754092991352081, 0.02449493110179901]"
189,"[-0.09758573025465012, 0.10926713049411774]"
190,"[-0.09780967980623245, 0.03312811627984047]"
191,"[-0.09785446524620056, 0.1179003119468689]"
192,"[-0.09772009402513504, -0.13641628623008728]"
193,"[-0.09776488691568375, -0.05164407938718796]"
194,"[-0.09655553102493286, 0.15950657427310944]"
195,"[-0.09660033136606216, 0.24427875876426697]"
196,"[-0.09646596014499664, -0.010037827305495739]"
197,"[-0.09651074558496475, 0.07473436743021011]"
198,"[-0.09673469513654709, -0.0014046396827325225]"
199,"[-8.741279602050781, 1.3372020721435547]"
200,"[-0.09664512425661087, -0.1709490418434143]"
201,"[-0.09668990224599838, -0.08617683500051498]"
202,"[-0.09691386669874191, -0.16231584548950195]"
203,"[-0.09695865958929062, -0.07754365354776382]"
204,"[-0.0968242883682251, 0.1681397557258606]"
205,"[-0.09686906635761261, -0.24708804488182068]"
206,"[-0.09709303081035614, 0.17677295207977295]"
207,"[-8.921137809753418, 1.678193211555481]"
208,"[-0.09700343757867813, 0.00722854770720005]"
209,"[-0.09704823046922684, 0.09200074523687363]"
210,"[-0.0987054854631424, 0.2285720854997635]"
211,"[-0.0987502858042717, -0.18665573000907898]"
212,"[-2.9662299156188965, -0.5584450364112854]"
213,"[-0.09866069257259369, 0.14379988610744476]"
214,"[-0.09888464957475662, 0.0676608756184578]"
215,"[-0.09892944991588593, 0.15243306756019592]"
216,"[-0.09879507124423981, -0.10188353061676025]"
217,"[-10.377838134765625, 2.1501574516296387]"
218,"[-0.09906381368637085, -0.0932503417134285]"
219,"[-0.09910860657691956, -0.00847813580185175]"
220,"[-0.09897423535585403, 0.23720526695251465]"
221,"[-11.152085304260254, 2.034332036972046]"
222,"[-0.09924297034740448, 0.245838463306427]"
223,"[-0.09928777068853378, -0.16938935220241547]"
224,"[-0.09915339946746826, 0.07629406452178955]"
225,"[-0.09919818490743637, 0.16106626391410828]"
226,"[-0.09798884391784668, -0.12778308987617493]"
227,"[-0.09803362935781479, -0.0430108942091465]"
228,"[-0.09789925068616867, 0.20267251133918762]"
229,"[-0.09794405102729797, -0.21255528926849365]"
230,"[-0.09816800057888031, 0.21130570769309998]"
231,"[-0.09821278601884842, -0.2039221078157425]"
232,"[-0.0980784222483635, 0.041761305183172226]"
233,"[-0.0981232151389122, 0.12653350830078125]"
234,"[-0.09834715723991394, 0.05039449408650398]"
235,"[-0.09839195013046265, 0.1351666897535324]"
236,"[-0.09825758635997772, -0.11914990097284317]"
237,"[-2.5536227226257324, -0.6187298893928528]"
238,"[-0.09852632135152817, -0.11051671206951141]"
239,"[-0.09857111424207687, -0.025744518265128136]"
240,"[-0.09843675047159195, 0.21993888914585114]"
241,"[-0.09848154336214066, -0.19528891146183014]"
242,"[-0.08867237716913223, 0.23959968984127045]"
243,"[-0.08871717005968094, -0.17562811076641083]"
244,"[-0.08858279138803482, 0.07005530595779419]"
245,"[-0.08862759172916412, 0.15482749044895172]"
246,"[-0.08885154128074646, 0.07868848741054535]"
247,"[-0.08889632672071457, 0.16346068680286407]"
248,"[-0.08876196295022964, -0.0908559039235115]"
249,"[-0.08880675584077835, -0.006083706859499216]"
250,"[-0.08903070539236069, -0.08222271502017975]"
251,"[-0.0890754908323288, 0.002549480414018035]"
252,"[-0.08894112706184387, 0.2482328861951828]"
253,"[-0.08898591995239258, -0.16699491441249847]"
254,"[-0.08920986205339432, -0.24313393235206604]"
255,"[-0.08925466239452362, -0.15836173295974731]"
256,"[-0.0891202911734581, 0.0873216763138771]"
257,"[-0.0891650840640068, 0.17209386825561523]"
258,"[-0.08795573562383652, -0.11675547808408737]"
259,"[-0.08800052106380463, -0.031983278691768646]"
260,"[-0.08786614239215851, 0.21370013058185577]"
261,"[-0.08791093528270721, -0.2015276700258255]"
262,"[-0.08813489228487015, 0.22233331203460693]"
263,"[-0.08817967772483826, -0.19289448857307434]"
264,"[-0.08804530650377274, 0.05278892070055008]"
265,"[-2.7032744884490967, 6.259269714355469]"
266,"[-0.08831405639648438, 0.06142211705446243]"
267,"[-0.08835884183645248, 0.14619430899620056]"
268,"[-0.08822447061538696, -0.10812228918075562]"
269,"[-0.08826927095651627, -0.02335008978843689]"
270,"[-0.0884932205080986, -0.09948910027742386]"
271,"[-0.08853800594806671, -0.01471689436584711]"
272,"[-6.247864723205566, -0.23791715502738953]"
273,"[-0.0884484276175499, -0.184261292219162]"
274,"[-0.09010568261146545, -0.04768995940685272]"
275,"[-7.488056659698486, 1.5685186386108398]"
276,"[-0.09001609683036804, -0.21723435819149017]"
277,"[-0.09006088972091675, -0.13246215879917145]"
278,"[-0.09028484672307968, -0.208601176738739]"
279,"[-0.09032963961362839, -0.12382896989583969]"
280,"[-0.09019526094198227, 0.12185443192720413]"
281,"[-0.09024004638195038, 0.20662662386894226]"
282,"[-0.09046401083469391, 0.1304876208305359]"
283,"[-0.09050879627466202, 0.21525982022285461]"
284,"[-0.0903744250535965, -0.039056774228811264]"
285,"[-0.0904192104935646, 0.04571542516350746]"
286,"[-2.4171323776245117, -0.6968843936920166]"
287,"[-2.8065149784088135, -0.5921796560287476]"
288,"[-0.09055358171463013, -0.19996798038482666]"
289,"[-0.09059838205575943, -0.11519578099250793]"
290,"[-0.08938902616500854, 0.09595486521720886]"
291,"[-0.6018762588500977, 3.101440906524658]"
292,"[-0.08929945528507233, -0.07358953356742859]"
293,"[-0.08934423327445984, 0.011182667687535286]"
294,"[-0.08956819027662277, -0.06495634466409683]"
295,"[-0.08961299061775208, 0.019815854728221893]"
296,"[-0.08947861939668655, -0.2345007359981537]"
297,"[-0.08952339738607407, -0.14972853660583496]"
298,"[-0.089747354388237, -0.22586755454540253]"
299,"[-0.0897921472787857, -0.1410953551530838]"
300,"[-0.08965777605772018, 0.10458806157112122]"
301,"[-0.0897025614976883, 0.18936024606227875]"
302,"[-0.08992652595043182, 0.11322125047445297]"
303,"[-0.08997131139039993, 0.1979934424161911]"
304,"[-0.08983693271875381, -0.056323155760765076]"
305,"[-0.08988172560930252, 0.028449051082134247]"
306,"[-0.09153898060321808, 0.16502037644386292]"
307,"[-0.09158376604318619, 0.24979257583618164]"
308,"[-0.09144940227270126, -0.0045240153558552265]"
309,"[-0.09149419516324997, 0.08024818450212479]"
310,"[-0.0917181447148323, 0.004109172150492668]"
311,"[-0.09176293760538101, 0.08888137340545654]"
312,"[-0.09162856638431549, -0.16543522477149963]"
313,"[-0.0916733518242836, -0.08066302537918091]"
314,"[-7.462131023406982, 1.429369330406189]"
315,"[-1.7671445608139038, 5.188964366912842]"
316,"[-0.09180773049592972, 0.17365355789661407]"
317,"[-0.09185251593589783, -0.2415742427110672]"
318,"[-0.09207646548748016, 0.18228675425052643]"
319,"[-0.09212126582860947, -0.23294104635715485]"
320,"[-0.09198689460754395, 0.012742359191179276]"
321,"[-0.09203168004751205, 0.0975145548582077]"
322,"[-0.09082233905792236, -0.1913347989320755]"
323,"[-0.09086711704730988, -0.10656259208917618]"
324,"[-0.09073274582624435, 0.13912081718444824]"
325,"[-0.09077754616737366, 0.22389300167560577]"
326,"[-0.091001495718956, 0.1477539986371994]"
327,"[-0.0910462811589241, 0.23252619802951813]"
328,"[-0.09091190993785858, -0.0217903982847929]"
329,"[-0.09095671027898788, 0.06298179924488068]"
330,"[-0.09118065237998962, -0.013157210312783718]"
331,"[-0.09122544527053833, 0.07161499559879303]"
332,"[-0.0910910815000534, -0.18270160257816315]"
333,"[-9.04525375366211, 1.169482707977295]"
334,"[-0.09135981649160385, -0.174068421125412]"
335,"[-0.09140460938215256, -0.08929622173309326]"
336,"[-0.09127024561166763, 0.15638719499111176]"
337,"[-0.09131503105163574, 0.2411593794822693]"
338,"[-0.0929722860455513, -0.12226928770542145]"
339,"[-0.33059653639793396, 2.668691635131836]"
340,"[-0.09288270026445389, 0.2081863135099411]"
341,"[-0.09292750060558319, -0.20704148709774017]"
342,"[-0.09315145015716553, 0.21681950986385345]"
343,"[-0.09319623559713364, -0.19840829074382782]"
344,"[-0.09306186437606812, 0.0472751185297966]"
345,"[-0.09310665726661682, 0.13204731047153473]"
346,"[-0.09333061426877975, 0.05590830370783806]"
347,"[-0.09337539970874786, 0.14068050682544708]"
348,"[-0.09324102103710175, -0.1136360913515091]"
349,"[-0.09328582137823105, -0.028863893821835518]"
350,"[-0.09350977092981339, -0.10500290244817734]"
351,"[-0.0935545563697815, -0.02023070678114891]"
352,"[-0.09342019259929657, 0.22545269131660461]"
353,"[-0.09346498548984528, -0.18977510929107666]"
354,"[-0.09225563704967499, 0.021375546231865883]"
355,"[-0.0923004299402237, 0.10614774376153946]"
356,"[-0.09216605871915817, -0.14816884696483612]"
357,"[-0.09221083670854568, -0.0633966475725174]"
358,"[-0.09243480116128922, -0.13953566551208496]"
359,"[-0.09247959405183792, -0.05476346239447594]"
360,"[-0.0923452079296112, 0.1909199357032776]"
361,"[-0.09239000082015991, -0.2243078649044037]"
362,"[-0.09261396527290344, 0.19955313205718994]"
363,"[-0.09265875071287155, -0.21567466855049133]"
364,"[-0.09252437204122543, 0.03000873513519764]"
365,"[-0.09256916493177414, 0.11478094011545181]"
366,"[-0.09279312193393707, 0.038641929626464844]"
367,"[-0.09283790737390518, 0.12341412901878357]"
368,"[-0.09270353615283966, -0.1309024691581726]"
369,"[-0.09274832904338837, -0.04613027721643448]"
370,"[-0.08293917775154114, -0.1112416610121727]"
371,"[-0.08298397064208984, -0.026469465345144272]"
372,"[-0.08284959197044373, 0.21921393275260925]"
373,"[-0.08289437741041183, -0.19601386785507202]"
374,"[-0.08311834186315536, 0.2278471291065216]"
375,"[-0.08316313475370407, -0.18738067150115967]"
376,"[-0.08302874863147736, 0.05830272659659386]"
377,"[-0.08307354152202606, 0.14307492971420288]"
378,"[-0.08329750597476959, 0.06693591177463531]"
379,"[-0.0833422914147377, 0.15170811116695404]"
380,"[-0.08320791274309158, -0.10260847210884094]"
381,"[-0.08325270563364029, -0.017836278304457664]"
382,"[-0.08347667008638382, -0.09397529065608978]"
383,"[-0.08352144807577133, -0.009203090332448483]"
384,"[-0.08338707685470581, 0.23648031055927277]"
385,"[-0.08343187719583511, -0.1787474900484085]"
386,"[-0.08222252130508423, 0.03240317106246948]"
387,"[-0.08226732164621353, 0.11717536300420761]"
388,"[-0.08213294297456741, -0.13714122772216797]"
389,"[-0.08217773586511612, -0.05236903578042984]"
390,"[-0.08240168541669846, -0.1285080462694168]"
391,"[-0.08244647830724716, -0.04373583942651749]"
392,"[-0.08231210708618164, 0.20194755494594574]"
393,"[-0.08235689252614975, -0.21328024566173553]"
394,"[-0.08258084207773209, 0.2105807512998581]"
395,"[-0.08262564241886139, -0.20464704930782318]"
396,"[-0.08249127119779587, 0.041036348789930344]"
397,"[-0.08253605663776398, 0.12580855190753937]"
398,"[-0.08276000618934631, 0.0496695376932621]"
399,"[-0.08280480653047562, 0.13444173336029053]"
400,"[-0.0826704353094101, -0.11987484991550446]"
401,"[-0.0827152207493782, -0.03510265424847603]"
402,"[-0.08437247574329376, 0.10146866738796234]"
403,"[-0.08441726118326187, 0.18624086678028107]"
404,"[-0.08428289741277695, -0.06807571649551392]"
405,"[-0.08432769030332565, 0.01669647917151451]"
406,"[-0.08455163240432739, -0.05944253131747246]"
407,"[-0.0845964327454567, 0.02532966621220112]"
408,"[-0.08446206152439117, -0.2289869338274002]"
409,"[-0.08450685441493988, -0.14421473443508148]"
410,"[-11.949946403503418, 2.917879581451416]"
411,"[-0.08477559685707092, -0.13558153808116913]"
412,"[-0.0846412256360054, 0.1101018562912941]"
413,"[-0.08468600362539291, 0.19487406313419342]"
414,"[-0.08490996062755585, 0.11873505264520645]"
415,"[-0.08495476096868515, 0.20350724458694458]"
416,"[-0.08482038974761963, -0.0508093424141407]"
417,"[-0.08486516773700714, 0.033962853252887726]"
418,"[-0.08365582674741745, 0.24511350691318512]"
419,"[-0.08370061218738556, -0.17011429369449615]"
420,"[-1.5468026399612427, 5.090278625488281]"
421,"[-0.08361104130744934, 0.1603413075208664]"
422,"[-7.219600200653076, -0.0328310951590538]"
423,"[-0.08387977629899979, 0.16897448897361755]"
424,"[-0.08374540507793427, -0.08534210175275803]"
425,"[-0.08379019796848297, -0.00056989531731233]"
426,"[-0.08401414752006531, -0.07670890539884567]"
427,"[-0.08405894041061401, 0.008063292130827904]"
428,"[-0.08392456918954849, -0.24625331163406372]"
429,"[-0.0839693620800972, -0.161481112241745]"
430,"[-0.08419331163167953, -0.23762011528015137]"
431,"[-0.08423809707164764, -0.15284791588783264]"
432,"[-0.08410373330116272, 0.09283548593521118]"
433,"[-0.08414852619171143, 0.1776076853275299]"
434,"[-0.08580578118562698, -0.18582098186016083]"
435,"[-0.08585056662559509, -0.1010487824678421]"
436,"[-0.08571619540452957, 0.14463461935520172]"
437,"[-0.08576098829507828, 0.22940681874752045]"
438,"[-0.08598494529724121, 0.15326780080795288]"
439,"[-0.08602973073720932, 0.2380400002002716]"
440,"[-0.0858953520655632, -0.016276586800813675]"
441,"[-0.0859401524066925, 0.06849560886621475]"
442,"[-0.08616410940885544, -0.007643398828804493]"
443,"[-0.08620888739824295, 0.07712879776954651]"
444,"[-0.08607451617717743, -0.17718780040740967]"
445,"[-0.08611931651830673, -0.09241559356451035]"
446,"[-0.08634325861930847, -0.16855460405349731]"
447,"[-0.08638805150985718, -0.08378241211175919]"
448,"[-0.08625368028879166, 0.16190099716186523]"
449,"[-0.08629848062992096, 0.24667319655418396]"
450,"[-0.08508912473917007, -0.04217615723609924]"
451,"[-0.08513391762971878, 0.04259604960680008]"
452,"[-0.08499954640865326, -0.2117205560207367]"
453,"[-0.08504433184862137, -0.12694835662841797]"
454,"[-0.0852682963013649, -0.20308735966682434]"
455,"[-0.08531308174133301, -0.11831516772508621]"
456,"[-0.08517870306968689, 0.1273682415485382]"
457,"[-0.0852234959602356, 0.21214044094085693]"
458,"[-0.08544745296239853, 0.13600142300128937]"
459,"[-0.08549224585294724, 0.2207736223936081]"
460,"[-3.7160964012145996, -0.5503554940223694]"
461,"[-0.08540266007184982, 0.051229238510131836]"
462,"[-0.08562661707401276, -0.024909773841500282]"
463,"[-0.08567140996456146, 0.059862423688173294]"
464,"[-0.08553703129291534, -0.19445417821407318]"
465,"[-0.08558181673288345, -0.10968197137117386]"
466,"[-0.08723907172679901, 0.026889359578490257]"
467,"[-0.08728387206792831, 0.11166154593229294]"
468,"[-0.08714950084686279, -0.14265504479408264]"
469,"[-0.0871942862868309, -0.05788283795118332]"
470,"[-0.08741823583841324, -0.1340218484401703]"
471,"[-3.501025438308716, 7.3537516593933105]"
472,"[-0.08732866495847702, 0.19643375277519226]"
473,"[-0.08737345039844513, -0.218794047832489]"
474,"[-0.08759740740060806, 0.20506693422794342]"
475,"[-0.08764220029115677, -0.21016086637973785]"
476,"[-0.08750782161951065, 0.035522546619176865]"
477,"[-0.08755260705947876, 0.1202947348356247]"
478,"[-0.08777657151222229, 0.04415573179721832]"
479,"[-0.087821364402771, 0.12892793118953705]"
480,"[-0.08768697828054428, -0.12538866698741913]"
481,"[-0.08773177117109299, -0.040616463869810104]"
482,"[-0.0865224227309227, 0.1705341786146164]"
483,"[-0.0865672156214714, -0.24469362199306488]"
484,"[-0.08643285185098648, 0.0009897887939587235]"
485,"[-0.08647764474153519, 0.08576198667287827]"
486,"[-0.08670158684253693, 0.009622976183891296]"
487,"[-0.08674637973308563, 0.09439518302679062]"
488,"[-0.08661201596260071, -0.15992142260074615]"
489,"[-0.08665680140256882, -0.07514922320842743]"
490,"[-0.08688075095415115, -0.1512882262468338]"
491,"[-0.08692555129528046, -0.06651603430509567]"
492,"[-0.08679117262363434, 0.17916737496852875]"
493,"[-0.08683596551418304, -0.23606042563915253]"
494,"[-0.08705991506576538, 0.1878005564212799]"
495,"[-0.08710470795631409, -0.22742724418640137]"
496,"[-0.08697033673524857, 0.0182561706751585]"
497,"[-0.08701512217521667, 0.10302836447954178]"
498,"[-0.07720596343278885, 0.037916965782642365]"
499,"[-0.07725075632333755, 0.12268917262554169]"
500,"[-0.07711639255285263, -0.1316274255514145]"
501,"[-7.451183795928955, 1.522691249847412]"
502,"[-0.07738512754440308, -0.12299423664808273]"
503,"[-0.07742992043495178, -0.03822203725576401]"
504,"[-0.07729555666446686, 0.2074613720178604]"
505,"[-0.07734034210443497, -0.20776642858982086]"
506,"[-0.0775642916560173, 0.21609455347061157]"
507,"[-0.0776090919971466, -0.1991332471370697]"
508,"[-0.07747472077608109, 0.04655016213655472]"
509,"[-0.0775194987654686, 0.13132235407829285]"
510,"[-0.07774345576763153, 0.055183351039886475]"
511,"[-0.07778824865818024, 0.1399555504322052]"
512,"[-0.07765387743711472, -0.11436104774475098]"
513,"[-3.7414379119873047, 7.654207229614258]"
514,"[-0.07648932188749313, 0.18156179785728455]"
515,"[-0.07653410732746124, -0.23366600275039673]"
516,"[-0.07639973610639572, 0.012017404660582542]"
517,"[-0.07644452899694443, 0.09678960591554642]"
518,"[-0.07666848599910736, 0.02065059170126915]"
519,"[-0.07671327143907547, 0.10542278736829758]"
520,"[-4.039983749389648, -0.5587297081947327]"
521,"[-0.07662369310855865, -0.06412159651517868]"
522,"[-0.07684765011072159, -0.14026060700416565]"
523,"[-0.0768924281001091, -0.05548841133713722]"
524,"[-0.07675805687904358, 0.1901949942111969]"
525,"[-0.07680285722017288, -0.22503280639648438]"
526,"[-0.07702679932117462, 0.19882817566394806]"
527,"[-0.07707159221172333, -0.21639962494373322]"
528,"[-0.0769372284412384, 0.029283780604600906]"
529,"[-4.0084028244018555, 8.287156105041504]"
530,"[-0.07863927632570267, -0.2493726909160614]"
531,"[-0.07868405431509018, -0.16460049152374268]"
532,"[-4.048924446105957, 8.083902359008789]"
533,"[-0.07859447598457336, 0.16585510969161987]"
534,"[-0.0788184404373169, 0.0897160992026329]"
535,"[-0.0788632184267044, 0.17448830604553223]"
536,"[-0.07872884720563889, -0.07982829213142395]"
537,"[-0.07877364754676819, 0.004943901672959328]"
538,"[-0.07899759709835052, -0.0711951032280922]"
539,"[-0.07904238253831863, 0.013577088713645935]"
