nodeId,embedding
294,"[-0.1925523430109024, 0.0520024448633194]"
295,"[-0.1924179643392563, -0.20231413841247559]"
296,"[-0.192462757229805, -0.11754194647073746]"
297,"[-0.19268670678138733, -0.19368095695972443]"
298,"[-0.19273149967193604, -0.1089087650179863]"
299,"[-0.1925971359014511, 0.13677464425563812]"
300,"[-0.19264191389083862, 0.22154684364795685]"
301,"[-0.19286587834358215, 0.14540784060955048]"
302,"[-0.19291065633296967, 0.2301800400018692]"
303,"[-0.19277629256248474, -0.024136565625667572]"
304,"[-0.19282108545303345, 0.06063564121723175]"
305,"[-0.19304503500461578, -0.015503370203077793]"
306,"[-0.1930898278951645, 0.06926883012056351]"
307,"[-0.19295544922351837, -0.18504776060581207]"
308,"[-0.19300024211406708, -0.10027557611465454]"
309,"[-0.19465750455856323, 0.03629576414823532]"
310,"[-0.19470229744911194, 0.12106796354055405]"
311,"[-0.19456791877746582, -0.13324864208698273]"
312,"[-0.19461271166801453, -0.048476435244083405]"
313,"[-0.19483666121959686, -0.12461544573307037]"
314,"[-2.228675365447998, -3.5844030380249023]"
315,"[-0.19474707543849945, 0.20584015548229218]"
316,"[-0.19479186832904816, -0.2093876451253891]"
317,"[-0.1950158178806305, 0.21447335183620453]"
318,"[-0.1950606107711792, -0.20075444877147675]"
319,"[-0.19492624700069427, 0.04492894932627678]"
320,"[-0.19497103989124298, 0.1297011524438858]"
321,"[-0.19519498944282532, 0.053562138229608536]"
322,"[-0.19523978233337402, 0.13833433389663696]"
323,"[-0.1951054036617279, -0.11598225682973862]"
324,"[-0.1951501965522766, -0.03121006116271019]"
325,"[-0.19394084811210632, 0.1799405962228775]"
326,"[-0.19398564100265503, -0.23528720438480377]"
327,"[-0.1938512623310089, 0.010396192781627178]"
328,"[-0.19389605522155762, 0.09516838937997818]"
329,"[-0.19412000477313995, 0.01902938075363636]"
330,"[-0.19416479766368866, 0.10380158573389053]"
331,"[-0.19403043389320374, -0.15051500499248505]"
332,"[-0.19407522678375244, -0.06574282050132751]"
333,"[-5.231655120849609, -2.819166421890259]"
334,"[-0.19434396922588348, -0.05710963159799576]"
335,"[-0.19420959055423737, 0.18857377767562866]"
336,"[-0.19425438344478607, -0.2266540229320526]"
337,"[-0.1944783329963684, 0.19720697402954102]"
338,"[-0.19452312588691711, -0.21802082657814026]"
339,"[-0.1943887621164322, 0.027662575244903564]"
340,"[-0.1944335401058197, 0.11243477463722229]"
341,"[-0.18462438881397247, 0.047323379665613174]"
342,"[-0.18466918170452118, 0.1320955753326416]"
343,"[-0.18453480303287506, -0.12222101539373398]"
344,"[-0.18457959592342377, -0.03744881972670555]"
345,"[-0.1848035454750061, -0.11358782649040222]"
346,"[-0.1848483383655548, -0.028815632686018944]"
347,"[-0.18471397459506989, 0.21686777472496033]"
348,"[-0.1847587674856186, -0.19836002588272095]"
349,"[-0.18498271703720093, 0.2255009561777115]"
350,"[-0.18502750992774963, -0.1897268444299698]"
351,"[-0.18489313125610352, 0.05595656484365463]"
352,"[-0.18493792414665222, 0.14072877168655396]"
353,"[-0.18516187369823456, 0.06458976119756699]"
354,"[-0.18520666658878326, 0.14936195313930511]"
355,"[-0.18507230281829834, -0.10495464503765106]"
356,"[-0.18511708080768585, -0.020182443782687187]"
357,"[-0.18390773236751556, 0.19096821546554565]"
358,"[-0.18395252525806427, -0.22425960004329681]"
359,"[-0.18381816148757935, 0.021423816680908203]"
360,"[-0.18386295437812805, 0.10619601607322693]"
361,"[-0.1840869039297104, 0.03005700372159481]"
362,"[-0.1841316968202591, 0.11482920497655869]"
363,"[-0.18399731814861298, -0.1394874006509781]"
364,"[-0.18404211103916168, -0.054715193808078766]"
365,"[-0.18426606059074402, -0.13085420429706573]"
366,"[-0.18431085348129272, -0.04608200863003731]"
367,"[-0.1841764897108078, 0.19960139691829681]"
368,"[-0.1842212677001953, -0.21562640368938446]"
369,"[-0.18444523215293884, 0.20823459327220917]"
370,"[-0.18449002504348755, -0.2069932222366333]"
371,"[-0.18435564637184143, 0.03869019076228142]"
372,"[-0.18440043926239014, 0.12346238642930984]"
373,"[-0.1860576868057251, -0.2399662882089615]"
374,"[-0.1861024796962738, -0.15519408881664276]"
375,"[-0.18596811592578888, 0.09048932045698166]"
376,"[-0.1860128939151764, 0.17526152729988098]"
377,"[-0.18623685836791992, 0.09912250936031342]"
378,"[-0.18628165125846863, 0.18389470875263214]"
379,"[-0.1861472725868225, -0.07042188197374344]"
380,"[-0.18619206547737122, 0.014350312761962414]"
381,"[-0.18641601502895355, -0.06178869679570198]"
382,"[-0.18646080791950226, 0.022983500733971596]"
383,"[-0.18632642924785614, -0.23133309185504913]"
384,"[-0.18637122213840485, -0.1465608924627304]"
385,"[-0.18659518659114838, -0.22269991040229797]"
386,"[-0.1866399645805359, -0.13792771100997925]"
387,"[-0.18650560081005096, 0.10775570571422577]"
388,"[-0.18655039370059967, 0.1925279051065445]"
389,"[-0.18534104526042938, -0.0963214561343193]"
390,"[-0.1853858381509781, -0.011549250222742558]"
391,"[-0.18525145947933197, 0.23413415253162384]"
392,"[-0.18529625236988068, -0.18109364807605743]"
393,"[-0.185520201921463, 0.242767333984375]"
394,"[-0.18556499481201172, -0.17246046662330627]"
395,"[-0.1854306161403656, 0.07322295010089874]"
396,"[-0.1854754090309143, 0.15799514949321747]"
397,"[-0.18569937348365784, 0.0818561390042305]"
398,"[-0.18574415147304535, 0.16662833094596863]"
399,"[-0.18560978770256042, -0.08768825978040695]"
400,"[-0.18565458059310913, -0.0029160622507333755]"
401,"[-0.18587853014469147, -0.0790550708770752]"
402,"[-0.18592332303524017, 0.005717125255614519]"
403,"[-0.18578894436359406, -0.24859946966171265]"
404,"[-0.18583373725414276, -0.16382727026939392]"
405,"[-0.18749099969863892, -0.027255941182374954]"
406,"[-0.18753577768802643, 0.05751625820994377]"
407,"[-0.1874014139175415, -0.1968003362417221]"
408,"[-0.1874462068080902, -0.11202813684940338]"
409,"[-0.18767015635967255, -0.18816715478897095]"
410,"[-0.18771494925022125, -0.10339494794607162]"
411,"[-0.18758057057857513, 0.1422884613275528]"
412,"[-0.18762536346912384, 0.22706066071987152]"
413,"[-0.18784931302070618, 0.15092164278030396]"
414,"[-0.18789410591125488, 0.23569384217262268]"
415,"[-0.18775974214076996, -0.018622752279043198]"
416,"[-0.18780452013015747, 0.06614944338798523]"
417,"[-0.188028484582901, -0.00998956523835659]"
418,"[-3.878291606903076, -0.6977379322052002]"
419,"[-0.1879388988018036, -0.1795339584350586]"
420,"[-0.1879836916923523, -0.09476176649332047]"
421,"[-0.186774343252182, 0.11638889461755753]"
422,"[-0.1868191361427307, 0.20116108655929565]"
423,"[-0.1866847574710846, -0.05315551161766052]"
424,"[-3.901212215423584, -0.6779110431671143]"
425,"[-0.18695349991321564, -0.04452231526374817]"
426,"[-0.18699829280376434, 0.04024988412857056]"
427,"[-0.18686392903327942, -0.21406671404838562]"
428,"[-0.18690870702266693, -0.1292945146560669]"
429,"[-0.18713267147541046, -0.20543353259563446]"
430,"[-0.18717746436595917, -0.12066132575273514]"
431,"[-0.18704308569431305, 0.12502208352088928]"
432,"[-0.18708787858486176, 0.209794282913208]"
433,"[-0.1873118281364441, 0.13365526497364044]"
434,"[-0.1873566210269928, 0.21842746436595917]"
435,"[-0.18722224235534668, -0.03588912636041641]"
436,"[-0.18726703524589539, 0.048883069306612015]"
437,"[-0.18892429769039154, 0.18545439839363098]"
438,"[-0.18896909058094025, -0.2297734022140503]"
439,"[-0.18883471190929413, 0.01591000333428383]"
440,"[-0.18887950479984283, 0.10068219900131226]"
441,"[-0.18910345435142517, 0.024543192237615585]"
442,"[-0.18914824724197388, 0.10931538790464401]"
443,"[-0.18901386857032776, -0.14500120282173157]"
444,"[-0.18905866146087646, -0.06022900715470314]"
445,"[-0.18928262591362, -0.1363680213689804]"
446,"[-0.1893274039030075, -0.051595818251371384]"
447,"[-0.18919304013252258, 0.19408759474754333]"
448,"[-0.1892378330230713, -0.22114020586013794]"
449,"[-0.18946178257465363, 0.2027207762002945]"
450,"[-0.18950657546520233, -0.21250702440738678]"
451,"[-0.1893721967935562, 0.03317637741565704]"
452,"[-0.18941698968410492, 0.11794857680797577]"
453,"[-0.18820764124393463, -0.17090077698230743]"
454,"[-0.18825243413448334, -0.08612857758998871]"
455,"[-0.18811805546283722, 0.1595548391342163]"
456,"[-4.543887138366699, -0.6655206680297852]"
457,"[-0.18838681280612946, 0.16818802058696747]"
458,"[-0.18843159079551697, -0.2470397800207138]"
459,"[-0.18829722702503204, -0.001356378197669983]"
460,"[-0.18834201991558075, 0.08341582864522934]"
461,"[-0.18856596946716309, 0.007276816759258509]"
462,"[-0.1886107623577118, 0.0920490175485611]"
463,"[-0.18847638368606567, -0.16226758062839508]"
464,"[-0.18852117657661438, -0.07749538868665695]"
465,"[-0.18874512612819672, -0.15363439917564392]"
466,"[-0.18878991901874542, -0.0688621923327446]"
467,"[-0.1886555552482605, 0.17682121694087982]"
468,"[-0.1887003481388092, -0.23840658366680145]"
469,"[-0.17889118194580078, 0.19648201763629913]"
470,"[-0.1789359748363495, -0.21874578297138214]"
471,"[-0.17880159616470337, 0.02693762071430683]"
472,"[-0.17884638905525208, 0.111709825694561]"
473,"[-0.1790703535079956, 0.035570815205574036]"
474,"[-0.17911513149738312, 0.12034301459789276]"
475,"[-0.1789807677268982, -0.13397358357906342]"
476,"[-0.1790255606174469, -0.04920139163732529]"
477,"[-0.17924951016902924, -0.12534040212631226]"
478,"[-0.17929430305957794, -0.04056819528341293]"
479,"[-0.17915992438793182, 0.2051151990890503]"
480,"[-0.17920471727848053, -0.21011260151863098]"
481,"[-0.17942866683006287, 0.21374839544296265]"
482,"[-2.1770076751708984, -3.615906000137329]"
483,"[-0.17933909595012665, 0.04420400410890579]"
484,"[-0.17938388884067535, 0.12897619605064392]"
485,"[-0.17817454040050507, -0.15987315773963928]"
486,"[-0.17821931838989258, -0.07510095089673996]"
487,"[-0.17808495461940765, 0.17058244347572327]"
488,"[-0.17812974750995636, -0.244645357131958]"
489,"[-0.1783536970615387, 0.17921563982963562]"
490,"[-0.1783984899520874, -0.23601216077804565]"
491,"[-0.17826411128044128, 0.009671244770288467]"
492,"[-0.17830890417099, 0.0944434404373169]"
493,"[-0.17853285372257233, 0.018304431810975075]"
494,"[-0.17857764661312103, 0.10307662934064865]"
495,"[-0.1784432828426361, -0.15123996138572693]"
496,"[-0.17848807573318481, -0.0664677619934082]"
497,"[-0.17871202528476715, -0.14260677993297577]"
498,"[-0.17875681817531586, -0.057834576815366745]"
499,"[-0.17862243950366974, 0.18784882128238678]"
500,"[-0.17866723239421844, -0.2273789793252945]"
501,"[-2.2517528533935547, -3.559189796447754]"
502,"[-0.1803692728281021, -0.006035445723682642]"
503,"[-0.1802349090576172, 0.23964795470237732]"
504,"[-0.1802797019481659, -0.17557984590530396]"
505,"[-0.18050365149974823, 0.24828115105628967]"
506,"[-0.18054844439029694, -0.1669466495513916]"
507,"[-0.18041406571865082, 0.07873675227165222]"
508,"[-0.18045885860919952, 0.16350895166397095]"
509,"[-0.18068280816078186, 0.08736994862556458]"
510,"[-0.18072760105133057, 0.1721421331167221]"
511,"[-0.18059323728084564, -0.08217445760965347]"
512,"[-0.18063801527023315, 0.0025977420154958963]"
513,"[-0.18086197972297668, -0.07354126870632172]"
514,"[-0.1809067577123642, 0.011230937205255032]"
515,"[-0.18077239394187927, -0.24308566749095917]"
516,"[-0.18081718683242798, -0.15831346809864044]"
517,"[-0.1796078383922577, 0.05283718928694725]"
518,"[-0.1796526312828064, 0.13760939240455627]"
519,"[-0.17951825261116028, -0.1167072057723999]"
520,"[-0.17956304550170898, -0.03193500638008118]"
521,"[-0.17978699505329132, -0.10807401686906815]"
522,"[-0.17983178794384003, -0.02330182120203972]"
523,"[-0.1796974092721939, 0.2223815768957138]"
524,"[-0.17974220216274261, -0.19284622371196747]"
525,"[-0.17996616661548615, 0.23101477324962616]"
526,"[-0.18001094460487366, -0.18421302735805511]"
527,"[-0.17987658083438873, 0.06147037819027901]"
528,"[-0.17992137372493744, 0.14624257385730743]"
529,"[-5.213531017303467, -3.1864655017852783]"
530,"[-0.18019011616706848, 0.1548757553100586]"
531,"[-0.18005573749542236, -0.09944082796573639]"
532,"[-0.18010053038597107, -0.014668633230030537]"
533,"[-0.18175779283046722, 0.121902696788311]"
534,"[-0.18180257081985474, 0.20667488873004913]"
535,"[-0.1816682070493698, -0.04764169827103615]"
536,"[-0.18171299993991852, 0.03713049739599228]"
537,"[-0.18193694949150085, -0.03900851309299469]"
538,"[-0.18198174238204956, 0.045763686299324036]"
