nodeId,embedding
263,"[-0.10196715593338013, 0.016753561794757843]"
264,"[-0.10201194882392883, 0.10152576118707657]"
265,"[9.920479774475098, 1.9557912349700928]"
266,"[-0.13811323046684265, -0.07208254933357239]"
267,"[-0.13797885179519653, 0.17360086739063263]"
268,"[-0.13802364468574524, -0.24162693321704865]"
269,"[-0.13824759423732758, 0.1822340488433838]"
270,"[-0.13829238712787628, -0.23299375176429749]"
271,"[-0.13815800845623016, 0.012689651921391487]"
272,"[5.684314250946045, -4.208510398864746]"
273,"[-0.1384267657995224, 0.021322838962078094]"
274,"[-0.1384715437889099, 0.10609504580497742]"
275,"[-0.138337180018425, -0.14822155237197876]"
276,"[-0.1383819729089737, -0.06344936043024063]"
277,"[-0.13860592246055603, -0.1395883709192276]"
278,"[-0.13865071535110474, -0.054816171526908875]"
279,"[-0.13851633667945862, 0.19086724519729614]"
280,"[-0.13856112957000732, -0.22436055541038513]"
281,"[-0.13735178112983704, -0.013209911063313484]"
282,"[-0.13739657402038574, 0.07156229019165039]"
283,"[-0.13726219534873962, -0.1827543079853058]"
284,"[-0.13730698823928833, -0.09798210859298706]"
285,"[-0.13753095269203186, -0.17412112653255463]"
286,"[3.004424810409546, -2.708789825439453]"
287,"[3.75055193901062, 3.0002691745758057]"
288,"[5.249963283538818, -3.757737398147583]"
289,"[-0.1377101093530655, 0.16496767103672028]"
290,"[-0.1377549022436142, 0.249739870429039]"
291,"[1.5685335397720337, -1.9294936656951904]"
292,"[-0.13766531646251678, 0.08019547164440155]"
293,"[-0.13788926601409912, 0.004056463949382305]"
294,"[-0.13793405890464783, 0.0888286605477333]"
295,"[-0.1377996951341629, -0.16548793017864227]"
296,"[-0.13784447312355042, -0.08071573078632355]"
297,"[-0.13950173556804657, 0.05585559457540512]"
298,"[-0.13954652845859528, 0.14062780141830444]"
299,"[-0.13941214978694916, -0.11368879675865173]"
300,"[-0.13945694267749786, -0.028916601091623306]"
301,"[-0.1396808922290802, -0.10505561530590057]"
302,"[-0.1397256851196289, -0.0202834140509367]"
303,"[-0.13959132134914398, 0.22540000081062317]"
304,"[-0.1396361142396927, -0.1898277997970581]"
305,"[-0.13986006379127502, 0.23403318226337433]"
306,"[-0.13990485668182373, -0.18119461834430695]"
307,"[-0.1397704780101776, 0.06448878347873688]"
308,"[-0.13981527090072632, 0.1492609828710556]"
309,"[-0.14003922045230865, 0.07312197983264923]"
310,"[-0.14008401334285736, 0.15789417922496796]"
311,"[-0.13994963467121124, -0.09642242640256882]"
312,"[-0.13999442756175995, -0.011650227010250092]"
313,"[-0.13878507912158966, 0.1995004266500473]"
314,"[6.776562213897705, 2.861832618713379]"
315,"[-0.13869550824165344, 0.0299560334533453]"
316,"[-0.13874030113220215, 0.11472823470830917]"
317,"[-0.13896425068378448, 0.038589220494031906]"
318,"[-0.1390090435743332, 0.12336141616106033]"
319,"[-0.13887466490268707, -0.13095517456531525]"
320,"[-0.13891945779323578, -0.04618297517299652]"
321,"[-0.13914340734481812, -0.12232198566198349]"
322,"[-0.13918820023536682, -0.03754978999495506]"
323,"[-0.1390538215637207, 0.20813362300395966]"
324,"[-0.1390986144542694, -0.20709417760372162]"
325,"[-0.13932257890701294, 0.21676680445671082]"
326,"[-0.13936735689640045, -0.19846099615097046]"
327,"[-0.13923299312591553, 0.04722240939736366]"
328,"[-0.13927778601646423, 0.1319946050643921]"
329,"[-0.1409350335597992, -0.23143406212329865]"
330,"[-0.1409798264503479, -0.14666186273097992]"
331,"[-0.14084544777870178, 0.0990215390920639]"
332,"[-0.1408902406692505, 0.18379373848438263]"
333,"[9.425406455993652, -4.746359348297119]"
334,"[-0.14115898311138153, 0.19242693483829498]"
335,"[-0.1410246193408966, -0.06188966706395149]"
336,"[-0.1410694122314453, 0.022882530465722084]"
337,"[-0.14129336178302765, -0.053256478160619736]"
338,"[-0.14133815467357635, 0.03151571750640869]"
339,"[1.9700173139572144, -2.0857887268066406]"
340,"[-0.14124856889247894, -0.13802868127822876]"
341,"[-0.14147251844406128, -0.21416768431663513]"
342,"[-0.14151731133460999, -0.1293954849243164]"
343,"[-0.14138294756412506, 0.11628792434930801]"
344,"[-0.14142774045467377, 0.20106011629104614]"
345,"[-0.14021839201450348, -0.08778923749923706]"
346,"[-0.140263170003891, -0.0030170318204909563]"
347,"[-0.14012880623340607, 0.24266637861728668]"
348,"[-0.14017359912395477, -0.1725614368915558]"
349,"[-0.1403975486755371, -0.24870043992996216]"
350,"[-0.14044234156608582, -0.16392824053764343]"
351,"[-0.1403079628944397, 0.08175516873598099]"
352,"[-0.1403527557849884, 0.16652736067771912]"
353,"[-0.14057670533657074, 0.09038835018873215]"
354,"[-0.14062149822711945, 0.17516055703163147]"
355,"[-0.14048713445663452, -0.07915604114532471]"
356,"[-0.14053192734718323, 0.005616155918687582]"
357,"[-0.14075587689876556, -0.07052285224199295]"
358,"[-0.14080066978931427, 0.014249343425035477]"
359,"[-0.14066629111766815, -0.2400672435760498]"
360,"[-0.14071108400821686, -0.15529505908489227]"
361,"[-0.14236833155155182, -0.01872372254729271]"
362,"[-0.14241312444210052, 0.06604847311973572]"
363,"[-0.1422787606716156, -0.18826811015605927]"
364,"[-0.1423235535621643, -0.10349591821432114]"
365,"[-0.14254750311374664, -0.1796349287033081]"
366,"[-0.14259229600429535, -0.09486272931098938]"
367,"[-0.14245791733264923, 0.15082067251205444]"
368,"[-0.14250271022319794, 0.23559287190437317]"
369,"[-0.14272665977478027, 0.1594538688659668]"
370,"[-0.14277145266532898, 0.24422606825828552]"
371,"[-0.14263708889484406, -0.010090534575283527]"
372,"[-0.14268186688423157, 0.07468166202306747]"
373,"[-0.1429058313369751, -0.00145734753459692]"
374,"[-0.1429506093263626, 0.08331485837697983]"
375,"[-0.14281624555587769, -0.17100173234939575]"
376,"[-0.1428610384464264, -0.08622954785823822]"
377,"[-0.1416516900062561, 0.12492111325263977]"
378,"[-0.1416964828968048, 0.2096933126449585]"
379,"[-0.1415621042251587, -0.04462329298257828]"
380,"[-0.1416068971157074, 0.040148913860321045]"
381,"[-0.14183084666728973, -0.035990096628665924]"
382,"[-0.14187563955783844, 0.0487820990383625]"
383,"[-0.14174127578735352, -0.20553448796272278]"
384,"[-0.14178605377674103, -0.12076230347156525]"
385,"[-0.14201001822948456, -0.19690130650997162]"
386,"[-0.14205479621887207, -0.1121291071176529]"
387,"[-0.14192043244838715, 0.13355429470539093]"
388,"[-0.14196522533893585, 0.21832649409770966]"
389,"[-0.1421891748905182, 0.14218749105930328]"
390,"[-0.1422339677810669, 0.226959690451622]"
391,"[-0.14209958910942078, -0.027356909587979317]"
392,"[-0.14214438199996948, 0.05741528794169426]"
393,"[-0.13233523070812225, -0.007696106564253569]"
394,"[-0.13238002359867096, 0.07707609981298447]"
395,"[-0.13224564492702484, -0.1772405058145523]"
396,"[-0.13229043781757355, -0.09246830642223358]"
397,"[-0.13251438736915588, -0.16860730946063995]"
398,"[-0.1325591802597046, -0.08383511751890182]"
399,"[-0.13242481648921967, 0.1618482917547226]"
400,"[-0.13246959447860718, 0.24662049114704132]"
401,"[-0.1326935589313507, 0.17048148810863495]"
402,"[-0.13273835182189941, -0.24474632740020752]"
403,"[-0.1326039731502533, 0.0009370883926749229]"
404,"[-0.132648766040802, 0.08570928871631622]"
405,"[-0.13287271559238434, 0.00957027543336153]"
406,"[-0.13291750848293304, 0.09434247016906738]"
407,"[-0.13278312981128693, -0.1599741280078888]"
408,"[-0.13282792270183563, -0.07520192116498947]"
409,"[-0.13161857426166534, 0.13594873249530792]"
410,"[11.87271785736084, 3.2279648780822754]"
411,"[5.2812395095825195, -3.766517400741577]"
412,"[-0.13157378137111664, 0.0511765293776989]"
413,"[-0.13179774582386017, -0.02496248111128807]"
414,"[-0.13184252381324768, 0.059809718281030655]"
415,"[6.872330188751221, 2.844904661178589]"
416,"[-0.13175295293331146, -0.1097346767783165]"
417,"[-0.1319769024848938, -0.18587368726730347]"
418,"[7.5681304931640625, 4.634339332580566]"
419,"[-0.1318873167037964, 0.14458191394805908]"
420,"[3.918858051300049, 3.139317750930786]"
421,"[-0.13215605914592743, 0.15321511030197144]"
422,"[8.021320343017578, 4.318700313568115]"
423,"[-0.1320664882659912, -0.016329294070601463]"
424,"[7.545988082885742, 4.627161979675293]"
425,"[-0.13376852869987488, 0.20501424372196198]"
426,"[-0.13381332159042358, -0.2102135717868805]"
427,"[-0.13367894291877747, 0.03546983748674393]"
428,"[-0.13372373580932617, 0.12024204432964325]"
429,"[-0.1339476853609085, 0.04410303384065628]"
430,"[-0.13399247825145721, 0.1288752257823944]"
431,"[-0.1338581144809723, -0.12544137239456177]"
432,"[-0.133902907371521, -0.04066917300224304]"
433,"[-0.13412685692310333, -0.11680818349123001]"
434,"[-0.13417164981365204, -0.03203597664833069]"
435,"[-0.13403727114200592, 0.21364742517471313]"
436,"[-0.13408206403255463, -0.20158037543296814]"
437,"[-0.13430601358413696, 0.2222806215286255]"
438,"[-0.13435080647468567, -0.19294719398021698]"
439,"[-0.13421644270420074, 0.05273621901869774]"
440,"[-0.13426122069358826, 0.13750842213630676]"
441,"[-0.13305187225341797, -0.15134093165397644]"
442,"[-0.13309666514396667, -0.06656873226165771]"
443,"[-0.13296230137348175, 0.1791146695613861]"
444,"[-0.13300709426403046, -0.23611313104629517]"
445,"[-0.1332310438156128, 0.18774786591529846]"
446,"[-0.1332758367061615, -0.227479949593544]"
447,"[-0.13314145803451538, 0.018203463405370712]"
448,"[-0.1331862509250641, 0.10297565907239914]"
449,"[-0.13341020047664642, 0.02683665044605732]"
450,"[-0.13345499336719513, 0.1116088479757309]"
451,"[-0.1333206295967102, -0.14270775020122528]"
452,"[-0.13336540758609772, -0.05793554708361626]"
453,"[-0.13358937203884125, -0.13407455384731293]"
454,"[-0.13363416492938995, -0.0493023581802845]"
455,"[-0.13349978625774384, 0.19638104736804962]"
456,"[2.5615394115448, -2.463005304336548]"
457,"[-0.1352018266916275, -0.08227542787790298]"
458,"[-0.1352466195821762, 0.0024967724457383156]"
459,"[-0.13511225581169128, 0.24818018078804016]"
460,"[9.736105918884277, 5.397328853607178]"
461,"[-0.13538099825382233, -0.24318663775920868]"
462,"[-0.13542579114437103, -0.15841443836688995]"
463,"[-0.13529141247272491, 0.08726897835731506]"
464,"[-0.13533620536327362, 0.1720411777496338]"
465,"[-0.13556015491485596, 0.09590216726064682]"
466,"[-0.13560494780540466, 0.18067435920238495]"
467,"[-0.13547056913375854, -0.07364223897457123]"
468,"[-0.13551536202430725, 0.011129967868328094]"
469,"[-0.13573932647705078, -0.06500904262065887]"
470,"[-0.1357841044664383, 0.019763154909014702]"
471,"[9.594132423400879, 3.7508039474487305]"
472,"[-0.13569453358650208, -0.1497812420129776]"
473,"[-0.1344851851463318, 0.061369407922029495]"
474,"[-0.1345299780368805, 0.14614160358905792]"
475,"[-0.13439559936523438, -0.10817498713731766]"
476,"[-0.13444039225578308, -0.02340278960764408]"
477,"[-0.13466434180736542, -0.0995417982339859]"
478,"[-0.13470913469791412, -0.014769602566957474]"
479,"[-0.134574756026268, 0.23091380298137665]"
480,"[-0.1346195489168167, -0.18431399762630463]"
481,"[-0.13484349846839905, 0.239546999335289]"
482,"[6.871373176574707, 2.6924402713775635]"
483,"[-0.13475392758846283, 0.07000259310007095]"
484,"[-0.13479872047901154, 0.15477479994297028]"
485,"[-0.13502267003059387, 0.07863578200340271]"
486,"[-0.13506746292114258, 0.16340798139572144]"
487,"[-0.13493308424949646, -0.09090860933065414]"
488,"[-0.13497787714004517, -0.006136415060609579]"
489,"[-0.13663513958454132, 0.13043491542339325]"
490,"[-0.13667991757392883, 0.21520711481571198]"
491,"[-0.1365455538034439, -0.0391094796359539]"
492,"[-0.13659034669399261, 0.045662716031074524]"
493,"[-0.13681429624557495, -0.030476292595267296]"
494,"[-0.13685908913612366, 0.05429591238498688]"
495,"[-0.13672471046447754, -0.2000206857919693]"
496,"[-0.13676950335502625, -0.11524849385023117]"
497,"[-0.13699345290660858, -0.19138750433921814]"
498,"[-0.1370382457971573, -0.10661530494689941]"
499,"[-0.13690388202667236, 0.1390681117773056]"
500,"[-0.13694866001605988, 0.22384031116962433]"
501,"[6.885220527648926, 2.734074592590332]"
502,"[-0.1372174173593521, 0.2324734926223755]"
503,"[-0.137083038687706, -0.02184309810400009]"
504,"[-0.1371278315782547, 0.06292910128831863]"
505,"[-0.1359184831380844, -0.22592025995254517]"
506,"[-0.13596327602863312, -0.14114806056022644]"
507,"[-0.135828897356987, 0.10453535616397858]"
508,"[-0.1358736902475357, 0.1893075555562973]"
509,"[-0.13609763979911804, 0.11316853761672974]"
510,"[-0.13614243268966675, 0.19794073700904846]"
511,"[-0.13600806891918182, -0.05637585371732712]"
512,"[-0.13605284690856934, 0.02839634194970131]"
513,"[6.335817813873291, -3.490588903427124]"
514,"[-0.13632160425186157, 0.037029530853033066]"
515,"[-0.13618722558021545, -0.2172870635986328]"
516,"[-0.13623201847076416, -0.1325148642063141]"
517,"[-0.1364559680223465, -0.20865388214588165]"
518,"[-0.1365007609128952, -0.12388167530298233]"
519,"[-0.13636638224124908, 0.12180172652006149]"
520,"[8.180182456970215, 4.819273471832275]"
521,"[-0.12660202383995056, 0.1414625346660614]"
522,"[-0.12664681673049927, 0.22623473405838013]"
523,"[-0.12651243805885315, -0.028081856667995453]"
524,"[-0.12655723094940186, 0.056690338999032974]"
525,"[-0.1267811805009842, -0.019448669627308846]"
526,"[-0.1268259733915329, 0.06532353162765503]"
527,"[-0.12669160962104797, -0.18899306654930115]"
528,"[-0.12673638761043549, -0.10422086715698242]"
529,"[8.6627779006958, 4.142252445220947]"
530,"[-0.12700514495372772, -0.09558767825365067]"
531,"[-0.1268707662820816, 0.15009571611881256]"
532,"[7.978634357452393, -3.969902753829956]"
533,"[-0.12713950872421265, 0.15872891247272491]"
534,"[-0.12718430161476135, 0.24350111186504364]"
535,"[-0.12704992294311523, -0.010815482586622238]"
536,"[-0.12709471583366394, 0.07395671308040619]"
537,"[-0.12588536739349365, -0.21489264070987701]"
538,"[-0.12593016028404236, -0.1301204413175583]"
539,"[-0.12579579651355743, 0.11556296050548553]"
540,"[-0.12584057450294495, 0.20033515989780426]"
541,"[7.93975305557251, 1.453122854232788]"
